Jurisdiction,Fire size class,Year,Number null
Prince Edward Island,10 000.1 - 100 000 ha,1992,
Prince Edward Island,100.1 - 1 000 ha,1992,
Prince Edward Island,10.1 - 100 ha,1992,1
Prince Edward Island,1.1 - 10 ha,1992,8
Prince Edward Island,0.11 - 1.0 ha,1992,13
Prince Edward Island,Up to 0.1 ha,1992,5
Prince Edward Island,Over 100 000 ha,1991,
Prince Edward Island,1000.1 - 10 000 ha,1991,
Prince Edward Island,10 000.1 - 100 000 ha,1991,
Prince Edward Island,100.1 - 1 000 ha,1991,
Prince Edward Island,10.1 - 100 ha,1991,1
Prince Edward Island,1.1 - 10 ha,1991,25
Prince Edward Island,0.11 - 1.0 ha,1991,15
Prince Edward Island,Up to 0.1 ha,1991,7
Prince Edward Island,Over 100 000 ha,1990,
Prince Edward Island,1000.1 - 10 000 ha,1990,
Prince Edward Island,10 000.1 - 100 000 ha,1990,
Prince Edward Island,100.1 - 1 000 ha,1990,
Prince Edward Island,10.1 - 100 ha,1990,3
Prince Edward Island,1.1 - 10 ha,1990,12
Prince Edward Island,0.11 - 1.0 ha,1990,12
Prince Edward Island,Up to 0.1 ha,1990,11
Quebec,Unspecified,2021,625
Quebec,1000.1 - 10 000 ha,2020,3
Quebec,10 000.1 - 100 000 ha,2020,1
Quebec,100.1 - 1 000 ha,2020,9
Quebec,10.1 - 100 ha,2020,31
Quebec,1.1 - 10 ha,2020,115
Quebec,0.11 - 1.0 ha,2020,200
Quebec,Up to 0.1 ha,2020,353
Quebec,1000.1 - 10 000 ha,2019,3
Quebec,100.1 - 1 000 ha,2019,7
Quebec,10.1 - 100 ha,2019,17
Quebec,1.1 - 10 ha,2019,30
Quebec,0.11 - 1.0 ha,2019,73
Quebec,Up to 0.1 ha,2019,232
Quebec,1000.1 - 10 000 ha,2018,17
Quebec,10 000.1 - 100 000 ha,2018,1
Quebec,100.1 - 1 000 ha,2018,19
Quebec,10.1 - 100 ha,2018,34
Quebec,1.1 - 10 ha,2018,75
Quebec,0.11 - 1.0 ha,2018,128
Quebec,Up to 0.1 ha,2018,323
Quebec,1000.1 - 10 000 ha,2017,7
Quebec,10 000.1 - 100 000 ha,2017,1
Quebec,100.1 - 1 000 ha,2017,10
Quebec,10.1 - 100 ha,2017,10
Quebec,1.1 - 10 ha,2017,29
Quebec,0.11 - 1.0 ha,2017,52
Quebec,Up to 0.1 ha,2017,213
Quebec,1000.1 - 10 000 ha,2016,10
Quebec,100.1 - 1 000 ha,2016,34
Quebec,10.1 - 100 ha,2016,38
Quebec,1.1 - 10 ha,2016,68
Quebec,0.11 - 1.0 ha,2016,118
Quebec,Up to 0.1 ha,2016,339
Quebec,1000.1 - 10 000 ha,2015,2
Quebec,100.1 - 1 000 ha,2015,10
Quebec,10.1 - 100 ha,2015,8
Quebec,1.1 - 10 ha,2015,63
Quebec,0.11 - 1.0 ha,2015,96
Quebec,Up to 0.1 ha,2015,213
Quebec,1000.1 - 10 000 ha,2014,5
Quebec,10 000.1 - 100 000 ha,2014,2
Quebec,100.1 - 1 000 ha,2014,11
Quebec,10.1 - 100 ha,2014,16
Quebec,1.1 - 10 ha,2014,37
Quebec,0.11 - 1.0 ha,2014,64
Quebec,Up to 0.1 ha,2014,161
Quebec,Over 100 000 ha,2013,5
Quebec,1000.1 - 10 000 ha,2013,22
Quebec,10 000.1 - 100 000 ha,2013,14
Quebec,100.1 - 1 000 ha,2013,16
Quebec,10.1 - 100 ha,2013,30
Quebec,1.1 - 10 ha,2013,73
Quebec,0.11 - 1.0 ha,2013,97
Quebec,Up to 0.1 ha,2013,271
Quebec,1000.1 - 10 000 ha,2012,8
Quebec,10 000.1 - 100 000 ha,2012,2
Quebec,100.1 - 1 000 ha,2012,17
Quebec,10.1 - 100 ha,2012,30
Quebec,1.1 - 10 ha,2012,105
Quebec,0.11 - 1.0 ha,2012,166
Quebec,Up to 0.1 ha,2012,470
Quebec,1000.1 - 10 000 ha,2011,3
Quebec,100.1 - 1 000 ha,2011,11
Quebec,10.1 - 100 ha,2011,9
Quebec,1.1 - 10 ha,2011,53
Quebec,0.11 - 1.0 ha,2011,73
Quebec,Up to 0.1 ha,2011,182
Quebec,Over 100 000 ha,2010,1
Quebec,1000.1 - 10 000 ha,2010,10
Quebec,10 000.1 - 100 000 ha,2010,9
Quebec,100.1 - 1 000 ha,2010,20
Quebec,10.1 - 100 ha,2010,29
Quebec,1.1 - 10 ha,2010,110
Quebec,0.11 - 1.0 ha,2010,193
Quebec,Up to 0.1 ha,2010,368
Quebec,1000.1 - 10 000 ha,2009,16
Quebec,10 000.1 - 100 000 ha,2009,1
Quebec,100.1 - 1 000 ha,2009,14
Quebec,10.1 - 100 ha,2009,33
Quebec,1.1 - 10 ha,2009,75
Quebec,0.11 - 1.0 ha,2009,113
Quebec,Up to 0.1 ha,2009,233
Quebec,100.1 - 1 000 ha,2008,3
Quebec,10.1 - 100 ha,2008,13
Quebec,1.1 - 10 ha,2008,26
Quebec,0.11 - 1.0 ha,2008,52
Quebec,Up to 0.1 ha,2008,129
Quebec,1000.1 - 10 000 ha,2007,32
Quebec,10 000.1 - 100 000 ha,2007,10
Quebec,100.1 - 1 000 ha,2007,37
Quebec,10.1 - 100 ha,2007,56
Quebec,1.1 - 10 ha,2007,151
Quebec,0.11 - 1.0 ha,2007,225
Quebec,Up to 0.1 ha,2007,428
Quebec,1000.1 - 10 000 ha,2006,13
Quebec,10 000.1 - 100 000 ha,2006,3
Quebec,100.1 - 1 000 ha,2006,23
Quebec,10.1 - 100 ha,2006,41
Quebec,1.1 - 10 ha,2006,106
Quebec,0.11 - 1.0 ha,2006,163
Quebec,Up to 0.1 ha,2006,335
Quebec,1000.1 - 10 000 ha,2005,50
Quebec,10 000.1 - 100 000 ha,2005,24
Quebec,100.1 - 1 000 ha,2005,42
Quebec,10.1 - 100 ha,2005,50
Quebec,1.1 - 10 ha,2005,207
Quebec,0.11 - 1.0 ha,2005,317
Quebec,Up to 0.1 ha,2005,685
Quebec,100.1 - 1 000 ha,2004,4
Quebec,10.1 - 100 ha,2004,8
Quebec,1.1 - 10 ha,2004,39
Quebec,0.11 - 1.0 ha,2004,67
Quebec,Up to 0.1 ha,2004,204
Quebec,1000.1 - 10 000 ha,2003,10
Quebec,10 000.1 - 100 000 ha,2003,2
Quebec,100.1 - 1 000 ha,2003,26
Quebec,10.1 - 100 ha,2003,49
Quebec,1.1 - 10 ha,2003,113
Quebec,0.11 - 1.0 ha,2003,156
Quebec,Up to 0.1 ha,2003,364
Quebec,Over 100 000 ha,2002,2
Quebec,1000.1 - 10 000 ha,2002,35
Quebec,10 000.1 - 100 000 ha,2002,21
Quebec,100.1 - 1 000 ha,2002,33
Quebec,10.1 - 100 ha,2002,28
Quebec,1.1 - 10 ha,2002,115
Quebec,0.11 - 1.0 ha,2002,176
Quebec,Up to 0.1 ha,2002,489
Quebec,1000.1 - 10 000 ha,2001,2
Quebec,10 000.1 - 100 000 ha,2001,1
Quebec,100.1 - 1 000 ha,2001,4
Quebec,10.1 - 100 ha,2001,26
Quebec,1.1 - 10 ha,2001,123
Quebec,0.11 - 1.0 ha,2001,218
Quebec,Up to 0.1 ha,2001,631
Quebec,1000.1 - 10 000 ha,2000,5
Quebec,10 000.1 - 100 000 ha,2000,2
Quebec,100.1 - 1 000 ha,2000,9
Quebec,10.1 - 100 ha,2000,17
Quebec,1.1 - 10 ha,2000,77
Quebec,0.11 - 1.0 ha,2000,114
Quebec,Up to 0.1 ha,2000,293
Quebec,1000.1 - 10 000 ha,1999,7
Quebec,10 000.1 - 100 000 ha,1999,2
Quebec,100.1 - 1 000 ha,1999,10
Quebec,10.1 - 100 ha,1999,32
Quebec,1.1 - 10 ha,1999,139
Quebec,0.11 - 1.0 ha,1999,238
Quebec,Up to 0.1 ha,1999,609
Quebec,Over 100 000 ha,1998,1
Quebec,1000.1 - 10 000 ha,1998,17
Quebec,10 000.1 - 100 000 ha,1998,11
Quebec,100.1 - 1 000 ha,1998,20
Quebec,10.1 - 100 ha,1998,16
Quebec,1.1 - 10 ha,1998,102
Quebec,0.11 - 1.0 ha,1998,191
Quebec,Up to 0.1 ha,1998,496
Quebec,1000.1 - 10 000 ha,1997,32
Quebec,10 000.1 - 100 000 ha,1997,13
Quebec,100.1 - 1 000 ha,1997,19
Quebec,10.1 - 100 ha,1997,32
Quebec,1.1 - 10 ha,1997,95
Quebec,0.11 - 1.0 ha,1997,213
Quebec,Up to 0.1 ha,1997,472
Quebec,1000.1 - 10 000 ha,1996,50
Quebec,10 000.1 - 100 000 ha,1996,24
Quebec,100.1 - 1 000 ha,1996,76
Quebec,10.1 - 100 ha,1996,107
Quebec,1.1 - 10 ha,1996,228
Quebec,0.11 - 1.0 ha,1996,219
Quebec,Up to 0.1 ha,1996,546
Quebec,Over 100 000 ha,1995,1
Quebec,1000.1 - 10 000 ha,1995,21
Quebec,10 000.1 - 100 000 ha,1995,13
Quebec,100.1 - 1 000 ha,1995,43
Quebec,10.1 - 100 ha,1995,92
Quebec,1.1 - 10 ha,1995,184
Quebec,0.11 - 1.0 ha,1995,272
Quebec,Up to 0.1 ha,1995,639
Quebec,1000.1 - 10 000 ha,1994,3
Quebec,10 000.1 - 100 000 ha,1994,2
Quebec,100.1 - 1 000 ha,1994,15
Quebec,10.1 - 100 ha,1994,21
Quebec,1.1 - 10 ha,1994,87
Quebec,0.11 - 1.0 ha,1994,153
Quebec,Up to 0.1 ha,1994,218
Quebec,1000.1 - 10 000 ha,1993,1
Quebec,10 000.1 - 100 000 ha,1993,3
Quebec,100.1 - 1 000 ha,1993,2
Quebec,10.1 - 100 ha,1993,17
Quebec,1.1 - 10 ha,1993,72
Quebec,0.11 - 1.0 ha,1993,115
Quebec,Up to 0.1 ha,1993,333
Quebec,1000.1 - 10 000 ha,1992,7
Quebec,100.1 - 1 000 ha,1992,12
Quebec,10.1 - 100 ha,1992,44
Quebec,1.1 - 10 ha,1992,133
Quebec,0.11 - 1.0 ha,1992,223
Quebec,Up to 0.1 ha,1992,346
Quebec,Over 100 000 ha,1991,1
Quebec,1000.1 - 10 000 ha,1991,13
Quebec,10 000.1 - 100 000 ha,1991,6
Quebec,100.1 - 1 000 ha,1991,28
Quebec,10.1 - 100 ha,1991,48
Quebec,1.1 - 10 ha,1991,158
Quebec,0.11 - 1.0 ha,1991,269
Quebec,Up to 0.1 ha,1991,693
Quebec,1000.1 - 10 000 ha,1990,12
Quebec,10 000.1 - 100 000 ha,1990,2
Quebec,100.1 - 1 000 ha,1990,23
Quebec,10.1 - 100 ha,1990,42
Quebec,1.1 - 10 ha,1990,132
Quebec,0.11 - 1.0 ha,1990,181
Quebec,Up to 0.1 ha,1990,459
Saskatchewan,Unspecified,2021,635
Saskatchewan,10 000.1 - 100 000 ha,2020,1
Saskatchewan,100.1 - 1 000 ha,2020,5
Saskatchewan,10.1 - 100 ha,2020,7
Saskatchewan,1.1 - 10 ha,2020,26
Saskatchewan,0.11 - 1.0 ha,2020,43
Saskatchewan,Up to 0.1 ha,2020,119
Saskatchewan,1000.1 - 10 000 ha,2019,8
Saskatchewan,10 000.1 - 100 000 ha,2019,1
Saskatchewan,100.1 - 1 000 ha,2019,13
Saskatchewan,10.1 - 100 ha,2019,34
Saskatchewan,1.1 - 10 ha,2019,40
Saskatchewan,0.11 - 1.0 ha,2019,78
Saskatchewan,Up to 0.1 ha,2019,84
Saskatchewan,1000.1 - 10 000 ha,2018,22
Saskatchewan,10 000.1 - 100 000 ha,2018,3
Saskatchewan,100.1 - 1 000 ha,2018,24
Saskatchewan,10.1 - 100 ha,2018,44
Saskatchewan,1.1 - 10 ha,2018,108
Saskatchewan,0.11 - 1.0 ha,2018,138
Saskatchewan,Up to 0.1 ha,2018,113
Saskatchewan,Over 100 000 ha,2017,1
Saskatchewan,1000.1 - 10 000 ha,2017,24
Saskatchewan,10 000.1 - 100 000 ha,2017,7
Saskatchewan,100.1 - 1 000 ha,2017,33
Saskatchewan,10.1 - 100 ha,2017,20
Saskatchewan,1.1 - 10 ha,2017,51
Saskatchewan,0.11 - 1.0 ha,2017,87
Saskatchewan,Up to 0.1 ha,2017,145
Saskatchewan,1000.1 - 10 000 ha,2016,9
Saskatchewan,10 000.1 - 100 000 ha,2016,9
Saskatchewan,100.1 - 1 000 ha,2016,24
Saskatchewan,10.1 - 100 ha,2016,41
Saskatchewan,1.1 - 10 ha,2016,87
Saskatchewan,0.11 - 1.0 ha,2016,117
Saskatchewan,Up to 0.1 ha,2016,121
Saskatchewan,Over 100 000 ha,2015,6
Saskatchewan,1000.1 - 10 000 ha,2015,62
Saskatchewan,10 000.1 - 100 000 ha,2015,24
Saskatchewan,100.1 - 1 000 ha,2015,66
Saskatchewan,10.1 - 100 ha,2015,58
Saskatchewan,1.1 - 10 ha,2015,115
Saskatchewan,0.11 - 1.0 ha,2015,192
Saskatchewan,Up to 0.1 ha,2015,212
Saskatchewan,1000.1 - 10 000 ha,2014,26
Saskatchewan,10 000.1 - 100 000 ha,2014,11
Saskatchewan,100.1 - 1 000 ha,2014,33
Saskatchewan,10.1 - 100 ha,2014,36
Saskatchewan,1.1 - 10 ha,2014,88
Saskatchewan,0.11 - 1.0 ha,2014,96
Saskatchewan,Up to 0.1 ha,2014,115
Saskatchewan,Over 100 000 ha,2013,1
Saskatchewan,1000.1 - 10 000 ha,2013,15
Saskatchewan,10 000.1 - 100 000 ha,2013,6
Saskatchewan,100.1 - 1 000 ha,2013,17
Saskatchewan,10.1 - 100 ha,2013,33
Saskatchewan,1.1 - 10 ha,2013,71
Saskatchewan,0.11 - 1.0 ha,2013,148
Saskatchewan,Up to 0.1 ha,2013,158
Saskatchewan,1000.1 - 10 000 ha,2012,30
Saskatchewan,10 000.1 - 100 000 ha,2012,5
Saskatchewan,100.1 - 1 000 ha,2012,21
Saskatchewan,10.1 - 100 ha,2012,56
Saskatchewan,1.1 - 10 ha,2012,74
Saskatchewan,0.11 - 1.0 ha,2012,130
Saskatchewan,Up to 0.1 ha,2012,112
Saskatchewan,1000.1 - 10 000 ha,2011,11
Saskatchewan,10 000.1 - 100 000 ha,2011,9
Saskatchewan,100.1 - 1 000 ha,2011,11
Saskatchewan,10.1 - 100 ha,2011,22
Saskatchewan,1.1 - 10 ha,2011,70
Saskatchewan,0.11 - 1.0 ha,2011,73
Saskatchewan,Up to 0.1 ha,2011,112
Saskatchewan,Over 100 000 ha,2010,4
Saskatchewan,1000.1 - 10 000 ha,2010,50
Saskatchewan,10 000.1 - 100 000 ha,2010,19
Saskatchewan,100.1 - 1 000 ha,2010,48
Saskatchewan,10.1 - 100 ha,2010,66
Saskatchewan,1.1 - 10 ha,2010,109
Saskatchewan,0.11 - 1.0 ha,2010,112
Saskatchewan,Up to 0.1 ha,2010,174
Saskatchewan,1000.1 - 10 000 ha,2009,11
Saskatchewan,100.1 - 1 000 ha,2009,28
Saskatchewan,10.1 - 100 ha,2009,37
Saskatchewan,1.1 - 10 ha,2009,100
Saskatchewan,0.11 - 1.0 ha,2009,148
Saskatchewan,Up to 0.1 ha,2009,218
Saskatchewan,Over 100 000 ha,2008,1
Saskatchewan,1000.1 - 10 000 ha,2008,23
Saskatchewan,10 000.1 - 100 000 ha,2008,25
Saskatchewan,100.1 - 1 000 ha,2008,27
Saskatchewan,10.1 - 100 ha,2008,48
Saskatchewan,1.1 - 10 ha,2008,95
Saskatchewan,0.11 - 1.0 ha,2008,122
Saskatchewan,Up to 0.1 ha,2008,269
Saskatchewan,1000.1 - 10 000 ha,2007,19
Saskatchewan,10 000.1 - 100 000 ha,2007,4
Saskatchewan,100.1 - 1 000 ha,2007,10
Saskatchewan,10.1 - 100 ha,2007,27
Saskatchewan,1.1 - 10 ha,2007,74
Saskatchewan,0.11 - 1.0 ha,2007,71
Saskatchewan,Up to 0.1 ha,2007,169
Saskatchewan,Over 100 000 ha,2006,3
Saskatchewan,1000.1 - 10 000 ha,2006,43
Saskatchewan,10 000.1 - 100 000 ha,2006,17
Saskatchewan,100.1 - 1 000 ha,2006,46
Saskatchewan,10.1 - 100 ha,2006,54
Saskatchewan,1.1 - 10 ha,2006,111
Saskatchewan,0.11 - 1.0 ha,2006,99
Saskatchewan,Up to 0.1 ha,2006,152
Saskatchewan,1000.1 - 10 000 ha,2005,27
Saskatchewan,10 000.1 - 100 000 ha,2005,5
Saskatchewan,100.1 - 1 000 ha,2005,25
Saskatchewan,10.1 - 100 ha,2005,40
Saskatchewan,1.1 - 10 ha,2005,67
Saskatchewan,0.11 - 1.0 ha,2005,77
Saskatchewan,Up to 0.1 ha,2005,97
Saskatchewan,1000.1 - 10 000 ha,2004,33
Saskatchewan,10 000.1 - 100 000 ha,2004,6
Saskatchewan,100.1 - 1 000 ha,2004,31
Saskatchewan,10.1 - 100 ha,2004,27
Saskatchewan,1.1 - 10 ha,2004,75
Saskatchewan,0.11 - 1.0 ha,2004,88
Saskatchewan,Up to 0.1 ha,2004,72
Saskatchewan,1000.1 - 10 000 ha,2003,16
Saskatchewan,10 000.1 - 100 000 ha,2003,4
Saskatchewan,100.1 - 1 000 ha,2003,25
Saskatchewan,10.1 - 100 ha,2003,41
Saskatchewan,1.1 - 10 ha,2003,102
Saskatchewan,0.11 - 1.0 ha,2003,201
Saskatchewan,Up to 0.1 ha,2003,269
Saskatchewan,Over 100 000 ha,2002,1
Saskatchewan,1000.1 - 10 000 ha,2002,21
Saskatchewan,10 000.1 - 100 000 ha,2002,23
Saskatchewan,100.1 - 1 000 ha,2002,54
Saskatchewan,10.1 - 100 ha,2002,105
Saskatchewan,1.1 - 10 ha,2002,167
Saskatchewan,0.11 - 1.0 ha,2002,246
Saskatchewan,Up to 0.1 ha,2002,280
Saskatchewan,1000.1 - 10 000 ha,2001,15
Saskatchewan,10 000.1 - 100 000 ha,2001,6
Saskatchewan,100.1 - 1 000 ha,2001,36
Saskatchewan,10.1 - 100 ha,2001,85
Saskatchewan,1.1 - 10 ha,2001,145
Saskatchewan,0.11 - 1.0 ha,2001,247
Saskatchewan,Up to 0.1 ha,2001,341
Saskatchewan,1000.1 - 10 000 ha,2000,9
Saskatchewan,10 000.1 - 100 000 ha,2000,4
Saskatchewan,100.1 - 1 000 ha,2000,17
Saskatchewan,10.1 - 100 ha,2000,34
Saskatchewan,1.1 - 10 ha,2000,69
Saskatchewan,0.11 - 1.0 ha,2000,118
Saskatchewan,Up to 0.1 ha,2000,171
Saskatchewan,1000.1 - 10 000 ha,1999,20
Saskatchewan,10 000.1 - 100 000 ha,1999,5
Saskatchewan,100.1 - 1 000 ha,1999,24
Saskatchewan,10.1 - 100 ha,1999,49
Saskatchewan,1.1 - 10 ha,1999,119
Saskatchewan,0.11 - 1.0 ha,1999,157
Saskatchewan,Up to 0.1 ha,1999,366
Saskatchewan,Over 100 000 ha,1998,2
Saskatchewan,1000.1 - 10 000 ha,1998,39
Saskatchewan,10 000.1 - 100 000 ha,1998,21
Saskatchewan,100.1 - 1 000 ha,1998,67
Saskatchewan,10.1 - 100 ha,1998,107
Saskatchewan,1.1 - 10 ha,1998,201
Saskatchewan,0.11 - 1.0 ha,1998,352
Saskatchewan,Up to 0.1 ha,1998,479
Saskatchewan,100.1 - 1 000 ha,1997,9
Saskatchewan,10.1 - 100 ha,1997,28
Saskatchewan,1.1 - 10 ha,1997,81
Saskatchewan,0.11 - 1.0 ha,1997,126
Saskatchewan,Up to 0.1 ha,1997,245
Saskatchewan,1000.1 - 10 000 ha,1996,3
Saskatchewan,100.1 - 1 000 ha,1996,14
Saskatchewan,10.1 - 100 ha,1996,23
Saskatchewan,1.1 - 10 ha,1996,55
Saskatchewan,0.11 - 1.0 ha,1996,89
Saskatchewan,Up to 0.1 ha,1996,241
Saskatchewan,Over 100 000 ha,1995,4
Saskatchewan,1000.1 - 10 000 ha,1995,32
Saskatchewan,10 000.1 - 100 000 ha,1995,23
Saskatchewan,100.1 - 1 000 ha,1995,33
Saskatchewan,10.1 - 100 ha,1995,31
Saskatchewan,1.1 - 10 ha,1995,95
Saskatchewan,0.11 - 1.0 ha,1995,198
Saskatchewan,Up to 0.1 ha,1995,235
Saskatchewan,Over 100 000 ha,1994,2
Saskatchewan,1000.1 - 10 000 ha,1994,25
Saskatchewan,10 000.1 - 100 000 ha,1994,17
Saskatchewan,100.1 - 1 000 ha,1994,17
Saskatchewan,10.1 - 100 ha,1994,50
Saskatchewan,1.1 - 10 ha,1994,100
Saskatchewan,0.11 - 1.0 ha,1994,231
Saskatchewan,Up to 0.1 ha,1994,255
Saskatchewan,Over 100 000 ha,1993,1
Saskatchewan,1000.1 - 10 000 ha,1993,18
Saskatchewan,10 000.1 - 100 000 ha,1993,6
Saskatchewan,100.1 - 1 000 ha,1993,32
Saskatchewan,10.1 - 100 ha,1993,61
Saskatchewan,1.1 - 10 ha,1993,88
Saskatchewan,0.11 - 1.0 ha,1993,200
Saskatchewan,Up to 0.1 ha,1993,239
Saskatchewan,1000.1 - 10 000 ha,1992,4
Saskatchewan,10 000.1 - 100 000 ha,1992,3
Saskatchewan,100.1 - 1 000 ha,1992,20
Saskatchewan,10.1 - 100 ha,1992,44
Saskatchewan,1.1 - 10 ha,1992,97
Saskatchewan,0.11 - 1.0 ha,1992,179
Saskatchewan,Up to 0.1 ha,1992,352
Saskatchewan,1000.1 - 10 000 ha,1991,17
Saskatchewan,10 000.1 - 100 000 ha,1991,6
Saskatchewan,100.1 - 1 000 ha,1991,25
Saskatchewan,10.1 - 100 ha,1991,52
Saskatchewan,1.1 - 10 ha,1991,104
Saskatchewan,0.11 - 1.0 ha,1991,190
Saskatchewan,Up to 0.1 ha,1991,368
Saskatchewan,1000.1 - 10 000 ha,1990,18
Saskatchewan,10 000.1 - 100 000 ha,1990,7
Saskatchewan,100.1 - 1 000 ha,1990,21
Saskatchewan,10.1 - 100 ha,1990,51
Saskatchewan,1.1 - 10 ha,1990,94
Saskatchewan,0.11 - 1.0 ha,1990,254
Saskatchewan,Up to 0.1 ha,1990,452
Yukon,Unspecified,2021,112
Yukon,1000.1 - 10 000 ha,2020,2
Yukon,100.1 - 1 000 ha,2020,2
Yukon,10.1 - 100 ha,2020,4
Yukon,1.1 - 10 ha,2020,3
Yukon,0.11 - 1.0 ha,2020,4
Yukon,Up to 0.1 ha,2020,9
Yukon,Over 100 000 ha,2019,1
Yukon,1000.1 - 10 000 ha,2019,20
Yukon,10 000.1 - 100 000 ha,2019,4
Yukon,100.1 - 1 000 ha,2019,17
Yukon,10.1 - 100 ha,2019,13
Yukon,1.1 - 10 ha,2019,17
Yukon,0.11 - 1.0 ha,2019,15
Yukon,Up to 0.1 ha,2019,31
Yukon,1000.1 - 10 000 ha,2018,11
Yukon,10 000.1 - 100 000 ha,2018,1
Yukon,100.1 - 1 000 ha,2018,9
Yukon,10.1 - 100 ha,2018,3
Yukon,1.1 - 10 ha,2018,4
Yukon,0.11 - 1.0 ha,2018,8
Yukon,Up to 0.1 ha,2018,15
Yukon,1000.1 - 10 000 ha,2017,25
Yukon,10 000.1 - 100 000 ha,2017,9
Yukon,100.1 - 1 000 ha,2017,16
Yukon,10.1 - 100 ha,2017,10
Yukon,1.1 - 10 ha,2017,16
Yukon,0.11 - 1.0 ha,2017,15
Yukon,Up to 0.1 ha,2017,24
Yukon,1000.1 - 10 000 ha,2016,2
Yukon,10 000.1 - 100 000 ha,2016,1
Yukon,100.1 - 1 000 ha,2016,2
Yukon,10.1 - 100 ha,2016,2
Yukon,1.1 - 10 ha,2016,9
Yukon,0.11 - 1.0 ha,2016,10
Yukon,Up to 0.1 ha,2016,27
Yukon,1000.1 - 10 000 ha,2015,20
Yukon,10 000.1 - 100 000 ha,2015,2
Yukon,100.1 - 1 000 ha,2015,28
Yukon,10.1 - 100 ha,2015,22
Yukon,1.1 - 10 ha,2015,36
Yukon,0.11 - 1.0 ha,2015,27
Yukon,Up to 0.1 ha,2015,51
Yukon,1000.1 - 10 000 ha,2014,1
Yukon,100.1 - 1 000 ha,2014,4
Yukon,10.1 - 100 ha,2014,4
Yukon,1.1 - 10 ha,2014,1
Yukon,0.11 - 1.0 ha,2014,5
Yukon,Up to 0.1 ha,2014,19
Yukon,1000.1 - 10 000 ha,2013,13
Yukon,10 000.1 - 100 000 ha,2013,5
Yukon,100.1 - 1 000 ha,2013,26
Yukon,10.1 - 100 ha,2013,26
Yukon,1.1 - 10 ha,2013,47
Yukon,0.11 - 1.0 ha,2013,24
Yukon,Up to 0.1 ha,2013,36
Yukon,1000.1 - 10 000 ha,2012,17
Yukon,100.1 - 1 000 ha,2012,27
Yukon,10.1 - 100 ha,2012,16
Yukon,1.1 - 10 ha,2012,16
Yukon,0.11 - 1.0 ha,2012,24
Yukon,Up to 0.1 ha,2012,27
Yukon,1000.1 - 10 000 ha,2011,9
Yukon,10 000.1 - 100 000 ha,2011,1
Yukon,100.1 - 1 000 ha,2011,6
Yukon,10.1 - 100 ha,2011,5
Yukon,1.1 - 10 ha,2011,8
Yukon,0.11 - 1.0 ha,2011,10
Yukon,Up to 0.1 ha,2011,17
Yukon,1000.1 - 10 000 ha,2010,9
Yukon,10 000.1 - 100 000 ha,2010,5
Yukon,100.1 - 1 000 ha,2010,11
Yukon,10.1 - 100 ha,2010,6
Yukon,1.1 - 10 ha,2010,8
Yukon,0.11 - 1.0 ha,2010,15
Yukon,Up to 0.1 ha,2010,35
Yukon,1000.1 - 10 000 ha,2009,10
Yukon,10 000.1 - 100 000 ha,2009,6
Yukon,100.1 - 1 000 ha,2009,20
Yukon,10.1 - 100 ha,2009,15
Yukon,1.1 - 10 ha,2009,10
Yukon,0.11 - 1.0 ha,2009,18
Yukon,Up to 0.1 ha,2009,39
Yukon,1000.1 - 10 000 ha,2008,5
Yukon,100.1 - 1 000 ha,2008,10
Yukon,10.1 - 100 ha,2008,13
Yukon,1.1 - 10 ha,2008,12
Yukon,0.11 - 1.0 ha,2008,10
Yukon,Up to 0.1 ha,2008,26
Yukon,1000.1 - 10 000 ha,2007,6
Yukon,10 000.1 - 100 000 ha,2007,1
Yukon,100.1 - 1 000 ha,2007,16
Yukon,10.1 - 100 ha,2007,17
Yukon,1.1 - 10 ha,2007,20
Yukon,0.11 - 1.0 ha,2007,27
Yukon,Up to 0.1 ha,2007,24
Yukon,1000.1 - 10 000 ha,2006,8
Yukon,10 000.1 - 100 000 ha,2006,3
Yukon,100.1 - 1 000 ha,2006,7
Yukon,10.1 - 100 ha,2006,8
Yukon,1.1 - 10 ha,2006,8
Yukon,0.11 - 1.0 ha,2006,17
Yukon,Up to 0.1 ha,2006,29
Yukon,1000.1 - 10 000 ha,2005,7
Yukon,10 000.1 - 100 000 ha,2005,4
Yukon,100.1 - 1 000 ha,2005,2
Yukon,10.1 - 100 ha,2005,6
Yukon,1.1 - 10 ha,2005,9
Yukon,0.11 - 1.0 ha,2005,11
Yukon,Up to 0.1 ha,2005,44
Yukon,Over 100 000 ha,2004,3
Yukon,1000.1 - 10 000 ha,2004,66
Yukon,10 000.1 - 100 000 ha,2004,46
Yukon,100.1 - 1 000 ha,2004,30
Yukon,10.1 - 100 ha,2004,28
Yukon,1.1 - 10 ha,2004,16
Yukon,0.11 - 1.0 ha,2004,32
Yukon,Up to 0.1 ha,2004,61
Yukon,1000.1 - 10 000 ha,2003,10
Yukon,100.1 - 1 000 ha,2003,8
Yukon,10.1 - 100 ha,2003,9
Yukon,1.1 - 10 ha,2003,3
Yukon,0.11 - 1.0 ha,2003,13
Yukon,Up to 0.1 ha,2003,34
Yukon,1000.1 - 10 000 ha,2002,3
Yukon,10 000.1 - 100 000 ha,2002,1
Yukon,100.1 - 1 000 ha,2002,3
Yukon,10.1 - 100 ha,2002,5
Yukon,1.1 - 10 ha,2002,9
Yukon,0.11 - 1.0 ha,2002,20
